time,open,high,low,close,volume
2016-03-09 16:00:00,0.02594,0.02594,0.02594,0.02594,0.1
2016-03-09 18:00:00,0.02577,0.02577,0.02577,0.02577,0.01
2016-03-09 19:00:00,0.0255,0.0255,0.0252,0.0253,3.264
2016-03-09 20:00:00,0.0257,0.0257,0.0257,0.0257,0.01
2016-03-09 22:00:00,0.0269,0.0297,0.0263,0.0295,32.376
2016-03-10 16:00:00,0.03,0.03,0.03,0.03,10.0
2016-03-10 17:00:00,0.02761,0.031,0.02761,0.0305,21.078331
2016-03-11 17:00:00,0.02995,0.02995,0.02995,0.02995,0.03
2016-03-12 02:00:00,0.0299,0.0299,0.0299,0.0299,0.986552
2016-03-12 03:00:00,0.03,0.0312,0.0296,0.0311,27.679904999999998
2016-03-12 04:00:00,0.0311,0.0327,0.0311,0.0327,9.789912
2016-03-12 05:00:00,0.0309,0.0329,0.0309,0.0315,5.51855
2016-03-12 06:00:00,0.0332,0.0332,0.0315,0.0317,5.0
2016-03-12 07:00:00,0.0319,0.0321,0.0306,0.0317,10.337809
2016-03-12 08:00:00,0.0314,0.0319,0.0314,0.0319,5.8068539999999995
2016-03-12 09:00:00,0.031,0.031,0.031,0.031,5.177923000000001
2016-03-12 10:00:00,0.031,0.031,0.031,0.031,12.394903
2016-03-12 12:00:00,0.032284,0.032284,0.032284,0.032284,1.03552
2016-03-12 14:00:00,0.031972,0.031972,0.031972,0.031972,1.116266
2016-03-12 23:00:00,0.032494,0.032494,0.032494,0.032494,0.690818
2016-03-13 00:00:00,0.033637,0.034072,0.033637,0.034072,2.004988
2016-03-13 01:00:00,0.034017,0.034382,0.033857,0.034076,6.529503
2016-03-13 02:00:00,0.034658,0.034663,0.0345399999999999,0.0345399999999999,2.866189
2016-03-13 04:00:00,0.03215,0.034613,0.03215,0.034613,3.33629
2016-03-13 05:00:00,0.034387,0.034387,0.03428,0.03428,4.605625
2016-03-13 07:00:00,0.033826,0.033855,0.033826,0.033826,1.532701
2016-03-13 09:00:00,0.034717,0.034717,0.034717,0.034717,0.89165
2016-03-13 15:00:00,0.033627,0.033636,0.033627,0.033636,0.02
2016-03-13 20:00:00,0.036495,0.0368,0.0362,0.0368,49.68
2016-03-13 21:00:00,0.0366,0.0366,0.035878,0.035878,13.299901
2016-03-13 23:00:00,0.036437,0.036437,0.0352,0.0352,23.985927
2016-03-14 00:00:00,0.035252,0.035252,0.028241,0.029927,56.331115000000004
2016-03-14 01:00:00,0.030449,0.031607,0.029766,0.031099,20.201756
2016-03-14 02:00:00,0.031454,0.031937,0.031005,0.031937,9.660319
2016-03-14 03:00:00,0.031584,0.031584,0.031413,0.031413,3.050401
2016-03-14 04:00:00,0.031413,0.032227,0.031381,0.032227,6.161888
2016-03-14 07:00:00,0.032479,0.032479,0.031926,0.031926,4.626022
2016-03-14 09:00:00,0.03211,0.03211,0.031943,0.031943,3.471953
2016-03-14 10:00:00,0.031447,0.031797,0.031447,0.031797,4.236975
2016-03-14 11:00:00,0.032288,0.03235,0.031495,0.03235,42.874281
2016-03-14 12:00:00,0.03258,0.05058,0.03255,0.034199,19039.40344757
2016-03-14 13:00:00,0.034298,0.0344,0.03227,0.03375,4448.31220366
2016-03-14 14:00:00,0.03388,0.034339,0.032522,0.03272,5731.85173756
2016-03-14 15:00:00,0.0330899999999999,0.034146,0.0327,0.033155,2861.69878572
2016-03-14 16:00:00,0.033,0.03336,0.032912,0.03301,534.59363126
2016-03-14 17:00:00,0.03336,0.034,0.03202,0.03366,5024.383311060001
2016-03-14 18:00:00,0.03366,0.03566,0.03366,0.035638,4550.02092986
2016-03-14 19:00:00,0.035638,0.03699,0.032,0.032749,33416.973943619996
2016-03-14 20:00:00,0.032749,0.034,0.032362,0.03321,8871.76470076
2016-03-14 21:00:00,0.03321,0.03321,0.0317,0.0322,5887.85595949
2016-03-14 22:00:00,0.0322,0.0324,0.03,0.031103,20600.58588626
2016-03-14 23:00:00,0.031103,0.03126,0.02795,0.029996,9072.39877702
2016-03-15 00:00:00,0.029996,0.031358,0.02969,0.029996,5544.0739353300005
2016-03-15 01:00:00,0.0301,0.03073,0.029997,0.030413,1176.0539561
2016-03-15 02:00:00,0.03065,0.0309,0.030005,0.03016,1787.73854525
2016-03-15 03:00:00,0.030337,0.03034,0.028512,0.028514,3314.78184802
2016-03-15 04:00:00,0.028514,0.0304,0.028514,0.030011,3044.23733665
2016-03-15 05:00:00,0.0304,0.0304,0.029501,0.029916,4511.50290217
2016-03-15 06:00:00,0.02997,0.03074,0.029916,0.030218,582.97205251
2016-03-15 07:00:00,0.030218,0.030799,0.03,0.030523,3196.13788096
2016-03-15 08:00:00,0.03064,0.032004,0.03064,0.031143,4547.23650234
2016-03-15 09:00:00,0.031178,0.031451,0.030521,0.031014,2077.0177930600003
2016-03-15 10:00:00,0.03101,0.03169,0.030817,0.03142,2105.64955896
2016-03-15 11:00:00,0.03141,0.0315,0.03104,0.03132,1521.23758111
2016-03-15 12:00:00,0.031445,0.031445,0.03075,0.030947,423.6048464
2016-03-15 13:00:00,0.031071,0.031445,0.030337,0.030938,2124.28639886
