time,open,high,low,close,volume
2018-04-27 01:00:00,0.78556,0.78556,0.78556,0.78556,119.68
2018-04-27 02:00:00,0.78641,0.78641,0.73736,0.7379,128225.25534996
2018-04-27 03:00:00,0.7388,0.7689,0.7372,0.7689,130672.88700426
2018-04-27 04:00:00,0.7564,0.7689,0.7564,0.7689,889.0
2018-04-27 05:00:00,0.769,0.769,0.76812,0.76812,888.0
2018-04-27 06:00:00,0.769,0.77632,0.769,0.77632,1848.00837131
2018-04-27 07:00:00,0.7754,0.7760100000000001,0.7754,0.7759999999999999,40800.782304270004
2018-04-27 08:00:00,0.77671,0.77671,0.7759999999999999,0.7759999999999999,1277.44835457
2018-04-27 09:00:00,0.8,0.8,0.8,0.8,938.37362487
2018-04-27 10:00:00,0.79555,0.79555,0.79555,0.79555,150.0
2018-04-27 11:00:00,0.78,0.79548,0.78,0.7923399999999999,2346.766575
2018-04-27 13:00:00,0.7724,0.78498,0.7722,0.78,464.09924937000005
2018-04-27 14:00:00,0.7690100000000001,0.7916,0.7690100000000001,0.7916,132.48049216
2018-04-27 15:00:00,0.78032,0.7824800000000001,0.77971,0.78118,4867.0
2018-04-27 16:00:00,0.78247,0.7885,0.78247,0.7885,1823.0
2018-04-27 17:00:00,0.78962,0.78962,0.77125,0.77125,712.08225745
2018-04-27 18:00:00,0.7992,0.7992,0.79851,0.79851,168.0
2018-04-27 20:00:00,0.7805300000000001,0.78079,0.769,0.769,240.3939666
2018-04-27 21:00:00,0.7602,0.76167,0.75353,0.7598,7122.86267165
2018-04-28 01:00:00,0.7705,0.7705,0.7705,0.7705,927.0
2018-04-28 02:00:00,0.77067,0.77172,0.76942,0.76942,1467.0
2018-04-28 03:00:00,0.77242,0.7809999999999999,0.77242,0.78096,1481.0
2018-04-28 04:00:00,0.78099,0.8,0.7721399999999999,0.7751,17532.068077300002
2018-04-28 05:00:00,0.81005,0.812,0.81005,0.812,1736.8685287500007
2018-04-28 06:00:00,0.81271,0.8259799999999999,0.79905,0.8252299999999999,5842.78268894
2018-04-28 07:00:00,0.80092,0.80153,0.78855,0.78896,1214.03714038
2018-04-28 08:00:00,0.7812,0.8255,0.7812,0.8255,5396.06920469
2018-04-28 09:00:00,0.8255,0.8269700000000001,0.8255,0.8269700000000001,100.0
2018-04-28 10:00:00,0.8269700000000001,0.8270000000000001,0.8269700000000001,0.8270000000000001,542.763063
2018-04-28 11:00:00,0.83383,0.83399,0.83299,0.83396,8381.405448040001
2018-04-28 12:00:00,0.83399,0.84993,0.8339799999999999,0.84993,2103.20674535
2018-04-28 13:00:00,0.8499899999999999,0.85,0.8499399999999999,0.85,1480.67986166
2018-04-28 14:00:00,0.85116,0.8890899999999999,0.84993,0.84993,926.39235502
2018-04-28 16:00:00,0.84903,0.89,0.8244799999999999,0.8244799999999999,10026.0
2018-04-28 17:00:00,0.85001,0.8509,0.845,0.845,8116.369003
2018-04-28 18:00:00,0.845,0.8893200000000001,0.845,0.8893200000000001,535.3
2018-04-28 19:00:00,0.8893200000000001,0.8893200000000001,0.84591,0.8468200000000001,12389.26140116
2018-04-28 20:00:00,0.84601,0.8490200000000001,0.82201,0.8476899999999999,11488.32312049
2018-04-28 21:00:00,0.8223799999999999,0.8223799999999999,0.8223799999999999,0.8223799999999999,29.451813
2018-04-28 22:00:00,0.8476899999999999,0.8476899999999999,0.8476899999999999,0.8476899999999999,743.15278924
2018-04-28 23:00:00,0.8476899999999999,0.84896,0.8222200000000001,0.8222200000000001,1121.29527596
2018-04-29 00:00:00,0.8489200000000001,0.8490000000000001,0.84891,0.8490000000000001,3722.1578217200004
2018-04-29 01:00:00,0.84919,0.84919,0.84919,0.84919,76.38023858
2018-04-29 02:00:00,0.873,0.89,0.873,0.8899600000000001,3356.43666454
2018-04-29 03:00:00,0.88999,1.0999,0.84921,1.0999,2737.41957903
2018-04-29 04:00:00,0.9144,0.9145,0.87689,0.91358,1700.496
2018-04-29 05:00:00,0.91351,0.91417,0.88426,0.88426,568.394714
2018-04-29 06:00:00,0.9135,0.9144,0.9135,0.91439,400.0
2018-04-29 07:00:00,0.91462,1.0198,0.91462,0.9413,15909.29922649
2018-04-29 08:00:00,0.94131,1.25,0.89,0.89,50918.22834718
2018-04-29 09:00:00,0.9,0.93383,0.86,0.86,10011.4912979
2018-04-29 10:00:00,0.92867,0.92867,0.8706200000000001,0.8822200000000001,4973.73272067
2018-04-29 11:00:00,0.922,0.95,0.88103,0.92,20459.38609287
2018-04-29 12:00:00,0.92,0.92999,0.92,0.92997,3259.401003
2018-04-29 13:00:00,0.92997,0.99899,0.912,0.912,3172.31551901
2018-04-29 14:00:00,0.97999,1.0498,0.96024,0.96024,6642.71275986
2018-04-29 15:00:00,0.9989,1.0497,0.99141,1.0129,15923.558240710001
2018-04-29 16:00:00,1.0477,1.0477,1.0115,1.0115,3260.566494
2018-04-29 17:00:00,1.0115,1.0115,0.98001,0.98225,10772.85614509
2018-04-29 18:00:00,0.98225,1.0106,0.982,1.0106,4207.690808
2018-04-29 19:00:00,1.0103,1.0103,0.98321,0.98321,2081.97866061
2018-04-29 20:00:00,1.0091,1.0097,1.0091,1.0097,1083.73186201
2018-04-29 21:00:00,0.9839,0.9839,0.9839,0.9839,64.75211728
2018-04-29 22:00:00,1.0087,1.0093,1.0087,1.0093,264.21277864
2018-04-29 23:00:00,0.99,1.0092,0.98,1.0091,6326.168391550001
2018-04-30 00:00:00,1.0088,1.01,1.0088,1.01,407.934309
2018-04-30 01:00:00,1.0421,1.0934,1.025,1.0934,29176.769569
2018-04-30 02:00:00,1.094,1.1998,1.0515,1.0515,3057.69728
2018-04-30 03:00:00,1.051,1.051,1.05,1.05,1549.7942830000002
2018-04-30 05:00:00,1.0490000000000002,1.0498,1.0490000000000002,1.0498,789.624495
2018-04-30 06:00:00,1.0498,1.1899,0.9801,0.9802,11726.85293681
2018-04-30 07:00:00,0.98031,1.0003,0.98,0.99975,11508.47188479
2018-04-30 08:00:00,1.0979,1.0979,1.0001,1.0001,893.9000100000001
2018-04-30 09:00:00,1.0011,1.0776,0.9652,1.0295,4554.593433
2018-04-30 10:00:00,1.0015,1.0301,1.0015,1.0298,961.7954065900001
2018-04-30 11:00:00,1.0298,1.0298,1.0298,1.0298,974.57185199
2018-04-30 12:00:00,1.0298,1.0298,1.0071,1.0071,1334.50444077
2018-04-30 13:00:00,1.0108,1.0423,1.0058,1.0423,10291.88991365
2018-04-30 14:00:00,1.017,1.017,0.985,1.0116,11894.05896142
2018-04-30 15:00:00,1.0083,1.0897,0.9981,1.025,12280.58521691
2018-04-30 16:00:00,0.998,0.998,0.98297,0.98297,1809.06007332
2018-04-30 17:00:00,0.9701,0.9701,0.9656,0.9656,1332.52045984
2018-04-30 19:00:00,0.98549,0.98549,0.98549,0.98549,30.65
2018-04-30 20:00:00,0.966,0.966,0.9658,0.9658,7544.0
2018-04-30 21:00:00,0.9652,0.9652,0.9301,0.961,6135.01883429
