Index,time,price,Pred_1h,Pred_4h,Pred_12h,Pred_24h,Pred_48h,Position_1h,Position_4h,Position_12h,Position_24h,Position_48h,Return_1h,Return_4h,Return_12h,Return_24h,Return_48h,Total_Return 1h,Total_Return_4h,Total_Return_12h,Total_Return_24h,Total_Return_48h,Unnamed: 23
118,23/05/2022 22:58:15,29285.32,-0.0122590693,-0.0068217885,0.0231756266,0.0378582024,0.1050576511,-0.0085363272,-0.0085363272,0.0085363272,0.0085363272,0.0085363272,,,,,,,,,,,
119,23/05/2022 23:57:35,29300.46,-0.0411072759,0.029615628,-0.0012070139,0.0308048646,0.1085632074,-0.0085359191,0.0085359191,-0.0085359191,0.0085359191,0.0085359191,,,,,,,,,,,
120,24/05/2022 00:57:27,29378.31,0.0196900812,0.0793456106,-0.0078037223,0.0319303831,0.0616213116,0.0085092189,0.0085092189,-0.0085092189,0.0085092189,0.0085092189,,,,,,,,,,,
121,24/05/2022 01:57:26,29351.81,-0.0205141258,0.0090960892,0.0319668699,0.0512698854,0.0970813558,-0.0085178005,0.0085178005,0.0085178005,0.0085178005,0.0085178005,,,,,,,,,,,
122,24/05/2022 02:57:28,29338.51,0.0111122451,0.0654540152,0.0348582258,0.0466243676,0.0602537139,0.0085212235,0.0085212235,0.0085212235,0.0085212235,0.0085212235,,,,,,,,,,,
123,24/05/2022 03:57:27,29400.05,0.0077412644,0.0154398274,0.037773478,0.0009200699,0.0929129224,0.0085030543,0.0085030543,0.0085030543,0.0085030543,0.0085030543,,,,,,,,,,,
124,24/05/2022 04:57:30,29198.17,0.0155059144,0.0458448656,0.0492665662,0.0095446799,0.0520336361,0.0085635501,0.0085635501,0.0085635501,0.0085635501,0.0085635501,,,,,,,,,,,
125,24/05/2022 05:57:27,29258.85,0.0171238353,-0.0152955979,0.0628522981,-0.0080028361,0.0468240602,0.0085366886,-0.0085366886,0.0085366886,-0.0085366886,0.0085366886,,,,,,,,,,,
126,24/05/2022 06:57:28,29334.11,-0.0160055011,0.0548770942,0.0545379962,0.0609998439,0.0576977381,-0.0085189934,0.0085189934,0.0085189934,0.0085189934,0.0085189934,,,,,,,,,,,
127,24/05/2022 07:57:30,29260.34,0.0095752968,-0.0599819897,-0.0561445622,0.0447689524,0.0399241597,0.0085450045,-0.0085450045,-0.0085450045,0.0085450045,0.0085450045,,,,,,,,,,,
128,24/05/2022 08:57:40,29272.14,0.0064854315,0.0619796991,-0.0387875142,0.0361600465,0.0428865599,0.00853952,0.00853952,-0.00853952,0.00853952,0.00853952,,,,,,,,,,,
129,24/05/2022 09:57:46,29024.16,-0.0138526547,-0.0295741555,0.0434200883,0.0258938192,0.029910914,-0.0086267403,-0.0086267403,0.0086267403,0.0086267403,0.0086267403,,,,,,,,,,,
130,24/05/2022 11:01:17,28914.43,0.0019697307,0.0073582128,0.0237360846,0.0167107551,0.0151228067,0.0085995821,0.0085995821,0.0085995821,0.0085995821,0.0085995821,,,,,,,,,,,
131,24/05/2022 11:59:10,29403.2,0.0230216687,0.0161261397,0.0272983668,0.0260617104,0.0347260557,0.0085054265,0.0085054265,0.0085054265,0.0085054265,0.0085054265,,,,,,,,,,,
132,24/05/2022 13:00:49,29341.82,0.027148269,0.0393360991,0.02849376,0.0066230059,0.0266489155,0.0085316108,0.0085316108,0.0085316108,0.0085316108,0.0085316108,,,,,,,,,,,
133,24/05/2022 14:00:53,29376.63,0.0209332274,0.079380113,0.0221377631,0.0260133964,-0.0088564238,0.0085138381,0.0085138381,0.0085138381,0.0085138381,-0.0085138381,,,,,,,,,,,
134,24/05/2022 14:59:58,29138.7,0.0320330753,0.0643766239,0.0308750398,0.0612654867,0.0233971264,0.0085676382,0.0085676382,0.0085676382,0.0085676382,0.0085676382,,,,,,,,,,,
135,24/05/2022 16:01:03,29381.82,0.0431140888,-0.0508681324,0.0219756841,0.0179189149,-0.0020726751,0.0085117104,-0.0085117104,0.0085117104,0.0085117104,-0.0085117104,,,,,,,,,,,
136,24/05/2022 17:05:30,29474.74,0.004204046,0.0219964147,-0.0119918078,0.0144957084,0.0027224039,0.0084882121,0.0084882121,-0.0084882121,0.0084882121,0.0084882121,,,,,,,,,,,
137,24/05/2022 17:57:53,29628.94,0.0213273074,0.0128616795,-0.0100527437,-0.0008679374,0.0031462186,0.0084529853,0.0084529853,-0.0084529853,-0.0084529853,0.0084529853,,,,,,,,,,,
138,24/05/2022 18:57:48,29596.95,0.00674548,0.0376347645,0.0062030158,-0.0065315024,-0.0178470213,0.0084449674,0.0084449674,0.0084449674,-0.0084449674,-0.0084449674,,,,,,,,,,,
139,24/05/2022 20:00:19,29648.88,0.0356939814,0.0023738716,-0.012783225,0.0192691076,-0.0191162934,0.0084325137,0.0084325137,-0.0084325137,0.0084325137,-0.0084325137,,,,,,,,,,,
140,24/05/2022 21:03:57,29614.35,-0.0201354209,-0.0149708549,0.0093229657,0.0077477075,-0.0108448671,-0.0084435042,-0.0084435042,0.0084435042,0.0084435042,-0.0084435042,,,,,,,,,,,
141,24/05/2022 22:06:18,29739.3,0.0167634096,0.0318063433,-0.0198949292,-0.0254823692,-0.0135115821,0.0083962295,0.0083962295,-0.0083962295,-0.0083962295,-0.0083962295,,,,,,,,,,,
142,24/05/2022 22:54:44,30130.77,0.0187425658,-0.0015556326,0.0153209248,-0.0243653959,-0.0115798304,0.0082907218,-0.0082907218,0.0082907218,-0.0082907218,-0.0082907218,,,,,,,,,,,
143,24/05/2022 23:55:29,30173.73,0.0082602558,-0.021793716,-0.017032379,-0.0313694483,-0.0226264684,0.0082875282,-0.0082875282,-0.0082875282,-0.0082875282,-0.0082875282,,,,,,,,,,,
144,25/05/2022 00:55:28,30098.6,-0.0280362633,-0.0008497024,0.0066951457,-0.0183104434,0.0092906605,-0.0083047015,-0.0083047015,0.0083047015,-0.0083047015,0.0083047015,,,,,,,,,,,
145,25/05/2022 01:55:28,29872.01,0.0104339671,0.0004665082,-0.0297534851,-0.0133726334,-0.0715104357,0.0083690384,0.0083690384,-0.0083690384,-0.0083690384,-0.0083690384,,,,,,,,,,,
146,25/05/2022 02:55:28,29797.25,-0.0039428485,-0.0084316293,0.018523036,-0.0194770607,0.0074275093,-0.008392092,-0.008392092,0.008392092,-0.008392092,0.008392092,,,,,,,,,,,
147,25/05/2022 03:55:28,29734.35,-0.0119297422,0.0292151659,0.013116573,-0.0200502656,-0.0227822128,-0.0084064724,0.0084064724,0.0084064724,-0.0084064724,-0.0084064724,,,,,,,,,,,
148,25/05/2022 04:55:28,29856.25,-0.0121053083,-0.0069427306,-0.0066747976,-0.0133034541,-0.0171060213,-0.008370518,-0.008370518,-0.008370518,-0.008370518,-0.008370518,,,,,,,,,,,
149,25/05/2022 05:55:28,29823.79,-0.0126271418,0.0157905189,-0.0176717338,-0.0069861764,-0.0212278118,-0.008384234,0.008384234,-0.008384234,-0.008384234,-0.008384234,,,,,,,,,,,
150,25/05/2022 06:55:28,29716.08,-0.0281560044,-0.0155423578,-0.0106810375,-0.0173039619,-0.0160940683,-0.0084126449,-0.0084126449,-0.0084126449,-0.0084126449,-0.0084126449,,,,,,,,,,,
151,25/05/2022 07:55:28,29361.09,-0.0094621124,-0.0149214497,0.0228771137,-0.0176973717,-0.0048087381,-0.0085099517,-0.0085099517,0.0085099517,-0.0085099517,-0.0085099517,,,,,,,,,,,
152,25/05/2022 08:55:29,29573.05,-0.0020962413,0.0137732328,-0.014967101,-0.0041247549,-0.0119677439,-0.0084549122,0.0084549122,-0.0084549122,-0.0084549122,-0.0084549122,,,,,,,,,,,
153,25/05/2022 09:55:28,29658.32,0.0087259568,-0.0054835109,-0.0291742673,0.0086065167,-0.0192873548,0.0084126563,-0.0084126563,-0.0084126563,0.0084126563,-0.0084126563,,,,,,,,,,,
154,25/05/2022 10:55:28,29753.79,0.0093173371,0.0100351442,0.0114123219,0.0204269522,0.003808898,0.0084019408,0.0084019408,0.0084019408,0.0084019408,0.0084019408,,,,,,,,,,,
155,25/05/2022 11:55:28,29606.51,0.0133548985,0.006663608,-0.0090511873,0.0112287727,0.0007474608,0.0084409042,0.0084409042,-0.0084409042,0.0084409042,0.0084409042,,,,,,,,,,,
156,25/05/2022 12:55:28,29542.52,0.0118045495,0.0057962888,-0.026745425,-0.0100241541,0.0186601772,0.008466999,0.008466999,-0.008466999,-0.008466999,0.008466999,,,,,,,,,,,
157,25/05/2022 13:55:28,29748.77,0.0101963894,-0.0044753023,-0.0149432451,0.0242595703,0.0112121056,0.0084183786,-0.0084183786,-0.0084183786,0.0084183786,0.0084183786,,,,,,,,,,,
158,25/05/2022 14:55:28,29870.96,-0.0197858388,-0.0004511663,-0.0068675171,-0.0043502512,0.0154117944,-0.0083663245,-0.0083663245,-0.0083663245,-0.0083663245,0.0083663245,,,,,,,,,,,
159,25/05/2022 15:55:29,29694.25,-0.0008021882,-0.0165397608,-0.0043445809,0.0042588975,-0.0297739634,-0.0084351712,-0.0084351712,-0.0084351712,0.0084351712,-0.0084351712,,,,,,,,,,,
160,25/05/2022 16:55:29,29750.0,-0.0017256336,-0.0136081467,0.02700348,0.0046752965,-0.0047632216,-0.008393822,-0.008393822,0.008393822,0.008393822,-0.008393822,,,,,,,,,,,
161,25/05/2022 17:55:28,29803.77,-0.0155644277,-0.0028170301,0.0239137275,-0.0158692689,-0.0472498962,-0.0083793724,-0.0083793724,0.0083793724,-0.0083793724,-0.0083793724,"mm.x got changed here, pay attention",,,,,,,,,,
162,25/05/2022 18:55:28,29772.2,0.0010618399977092,0.0130880380199947,-0.0034458480681085,0.007819302517843,-0.0238904915772645,0.0083977186421627,0.0083977186421627,-0.0083977186421627,0.0083977186421627,-0.0083977186421627,,,,,,,,,,,
163,25/05/2022 19:55:29,29563.06,0.0153209792208893,0.0022403842306646,0.0008637828175951,0.0115318180604519,0.0096349055075883,0.0084589973787258,0.0084589973787258,0.0084589973787258,0.0084589973787258,0.0084589973787258,,,,,,,,,,,
164,25/05/2022 20:55:28,29787.78,-0.019502105308857,-0.0030673208038521,-0.0019443116623239,0.0014473383415281,-0.0352101927344392,-0.0083988443190217,-0.0083988443190217,-0.0083988443190217,0.0083988443190217,-0.0083988443190217,,,,,,,,,,,
165,25/05/2022 21:55:28,29686.8,-0.0219201784477404,-0.0248907401129489,-0.0091973711916623,0.0118074344707306,-0.013896951982229,-0.0084214242380042,-0.0084214242380042,-0.0084214242380042,0.0084214242380042,-0.0084214242380042,,,,,,,,,,,
166,25/05/2022 22:55:28,29866.21,0.0174474747811026,-0.0031893673771703,0.0130704511226754,0.0107465664922301,-0.0261812764640345,0.0083687134642891,-0.0083687134642891,0.0083687134642891,0.0083687134642891,-0.0083687134642891,,,,,,,,,,,
167,25/05/2022 23:55:28,29818.37,-0.0175476131538457,-0.0030048496042201,-0.0075031994411034,0.0112373383159806,-0.0127411148367022,-0.0083818924301453,-0.0083818924301453,-0.0083818924301453,0.0083818924301453,-0.0083818924301453,,,,,,,,,,,
168,26/05/2022 00:55:28,29787.16,-0.0290701778261093,0.014539558066617,-0.0245094271234973,0.0124512842298474,-0.0171339005575728,-0.0083979499596394,0.0083979499596394,-0.0083979499596394,0.0083979499596394,-0.0083979499596394,,,,,,,,,,,
169,26/05/2022 01:55:28,29701.95,-0.0104770128650631,-0.0080083477039234,-0.0072036852923443,0.0053341865460739,-0.0141416784138033,-0.0084073431753055,-0.0084073431753055,-0.0084073431753055,0.0084073431753055,-0.0084073431753055,,,,,,,,,,,
170,26/05/2022 02:55:28,29637.43,0.0144946416929064,0.0173598821380978,-0.0265038610403942,-0.0150284361478058,-0.0095192599117224,0.0084288632598999,0.0084288632598999,-0.0084288632598999,-0.0084288632598999,-0.0084288632598999,,,,,,,,,,,
171,26/05/2022 03:55:28,29736.45,-0.0021006712633905,0.0127985431824511,-0.0080166534800578,0.0065103744750911,-0.0044395082597459,-0.0084050706109982,0.0084050706109982,-0.0084050706109982,0.0084050706109982,-0.0084050706109982,,,,,,,,,,,
172,26/05/2022 04:55:28,28974.26,0.0026184801937069,-0.0265406112736878,-0.0195692319639909,-0.0108216615111312,0.0380238799989849,0.0086178041766015,-0.0086178041766015,-0.0086178041766015,-0.0086178041766015,0.0086178041766015,,,,,,,,,,,
173,26/05/2022 05:55:28,29162.45,0.0014410388509829,-0.0313047760815638,-0.0089270847546556,0.0320279199612759,0.0361525118592684,0.0085645769099006,-0.0085645769099006,-0.0085645769099006,0.0085645769099006,0.0085645769099006,,,,,,,,,,,
174,26/05/2022 06:55:28,29165.95,0.0095544575567463,0.067388376453613,-0.0204705531881467,0.0287388254571837,0.0226144697789221,0.0085641456219916,0.0085641456219916,-0.0085641456219916,0.0085641456219916,0.0085641456219916,,,,,,,,,,,
175,26/05/2022 07:55:28,29008.59,-0.0342544974773439,0.0212650448467864,-0.0071117456441105,0.0393655545785413,0.0194134489546621,-0.0086125107398008,0.0086125107398008,-0.0086125107398008,0.0086125107398008,0.0086125107398008,,,,,,,,,,,
176,26/05/2022 08:55:30,28956.13,-0.027226606198814,0.0073743178924759,0.0193681764558885,0.0293503546589159,0.0366763952745896,-0.0086276095930736,0.0086276095930736,0.0086276095930736,0.0086276095930736,0.0086276095930736,,,,,,,,,,,
177,26/05/2022 09:55:28,28755.45,0.039555921141647,0.0559004999185052,-0.0096144367012404,0.0110526634302669,0.06648338869095,0.0086596221218013,0.0086596221218013,-0.0086596221218013,0.0086596221218013,0.0086596221218013,,,,,,,,,,,
178,26/05/2022 10:55:28,29192.49,-0.0106091462542159,-0.0181148706490736,0.0144224230949683,0.0007588095890004,0.0252329842265848,-0.008558038908268,-0.008558038908268,0.008558038908268,0.008558038908268,0.008558038908268,,,,,,,,,,,
179,26/05/2022 11:55:29,29432.5,-0.0246907117254899,-0.0280567939453366,-0.0057139246924136,-0.0063666083385052,0.028708234762993,-0.0085065233124674,-0.0085065233124674,-0.0085065233124674,-0.0085065233124674,0.0085065233124674,,,,,,,,,,,
180,26/05/2022 12:55:29,29607.1,-0.0200624839777694,0.0705991739184692,0.0158675150177409,0.0036093165980936,0.0589090716724779,-0.0084567997913538,0.0084567997913538,0.0084567997913538,0.0084567997913538,0.0084567997913538,,,,,,,,,,,
181,26/05/2022 13:55:28,29595.11,0.0086910185283504,0.0631040155704905,-0.0125694839171286,-0.0014953228822942,0.0036950449142759,0.0084399609871243,0.0084399609871243,-0.0084399609871243,-0.0084399609871243,0.0084399609871243,,,,,,,,,,,
182,26/05/2022 14:55:28,29627.88,0.0185751391936033,0.0301576893460362,0.0019764503518096,0.0274088203026776,0.0687362037352704,0.0084373945325683,0.0084373945325683,0.0084373945325683,0.0084373945325683,0.0084373945325683,,,,,,,,,,,
183,26/05/2022 15:55:58,29417.76,-0.0218061227929622,0.05070212092684,0.016420371880709,-0.0158100197618256,0.0111719593655991,-0.008513098764545,0.008513098764545,0.008513098764545,-0.008513098764545,0.008513098764545,,,,,,,,,,,
184,26/05/2022 16:55:31,29452.09,-0.0484271242057808,0.0220331283403382,0.0151386853437351,0.0067781969642193,0.0076712615170068,-0.0084893909778827,0.0084893909778827,0.0084893909778827,0.0084893909778827,0.0084893909778827,,,,,,,,,,,
185,26/05/2022 17:55:28,29535.29,0.0056984158745194,0.0384273562207187,0.0451073724859352,0.068309085345167,-0.0166114174521955,0.0084652071520842,0.0084652071520842,0.0084652071520842,0.0084652071520842,-0.0084652071520842,,,,,,,,,,,
186,26/05/2022 18:55:28,29508.98,-0.0050736692852916,-0.0074968089341359,0.0084308285395573,-0.048103541966629,-0.043550216642549,-0.0084745762711864,-0.0084745762711864,0.0084745762711864,-0.0084745762711864,-0.0084745762711864,,,,,,,,,,,
187,26/05/2022 19:55:28,29333.95,-0.0352523796472139,0.0164071977627874,0.0480377126539341,0.024424447752463,-0.0428372765420139,-0.0085551395856574,0.0085551395856574,0.0085551395856574,0.0085551395856574,-0.0085551395856574,,,,,,,,,,,
188,26/05/2022 20:55:28,29104.38,0.0123464849879959,0.0057610697399664,0.0446392689906811,0.0395197483328698,-0.0246534241177594,0.0085963294361014,0.0085963294361014,0.0085963294361014,0.0085963294361014,-0.0085963294361014,,,,,,,,,,,
189,26/05/2022 21:55:29,28992.86,-0.0005228890497815,-0.0006154959001021,0.0665741939328443,0.0146539487687783,-0.0142134350980437,-0.0086409601558414,-0.0086409601558414,0.0086409601558414,0.0086409601558414,-0.0086409601558414,,,,,,,,,,,
190,26/05/2022 22:55:28,28911.12,-0.0012236497238777,0.000325444628535,0.0458710423167366,0.0016355624980931,-0.0039434385798862,-0.0086239756872877,0.0086239756872877,0.0086239756872877,0.0086239756872877,-0.0086239756872877,,,,,,,,,,,
191,26/05/2022 23:55:28,29044.06,-0.0267476694168929,0.0130969704998066,0.0481671727719489,0.0296047883377021,0.0154450829348731,-0.0086005998402352,0.0086005998402352,0.0086005998402352,0.0086005998402352,0.0086005998402352,,,,,,,,,,,
192,27/05/2022 00:55:28,28962.3,-0.0414142125325274,0.0315064176564286,0.0476249899531554,0.0226205563961088,0.0127795920877109,-0.0086475268073331,0.0086475268073331,0.0086475268073331,0.0086475268073331,0.0086475268073331,,,,,,,,,,,
193,27/05/2022 01:55:28,28791.61,0.0207252073214163,-0.0446653629520792,-0.0786445534795975,0.0226340454806927,0.0334339589120928,0.0086863585256261,-0.0086863585256261,-0.0086863585256261,0.0086863585256261,0.0086863585256261,,,,,,,,,,,
194,27/05/2022 02:55:29,28914.62,0.0375915276385163,0.0378862884860397,0.0227596707141338,-0.002456002953734,0.037035596424234,0.0086453437907411,0.0086453437907411,0.0086453437907411,-0.0086453437907411,0.0086453437907411,,,,,,,,,,,
195,27/05/2022 03:55:28,29046.92,0.0227242023074938,0.0135389764243937,0.0034900574923073,0.015011270582559,0.0457172534203875,0.008611006726574,0.008611006726574,0.008611006726574,0.008611006726574,0.008611006726574,,,,,,,,,,,
196,27/05/2022 04:55:28,28980.24,0.0314352877979194,-0.015572038917463,-0.0249205242398994,0.0139258244771201,0.0134749590820006,0.0086243326922579,-0.0086243326922579,-0.0086243326922579,0.0086243326922579,0.0086243326922579,,,,,,,,,,,
197,27/05/2022 05:55:28,29074.39,0.0022655464672131,-0.0002716276540562,0.0007721425299526,0.0412006984136208,0.0160865722049098,0.0086025975027003,-0.0086025975027003,0.0086025975027003,0.0086025975027003,0.0086025975027003,,,,,,,,,,,
198,27/05/2022 06:55:28,28877.34,-0.0206584188290102,-0.0088509833225277,0.0363424767451819,0.0139430375974241,-0.0259878695278216,-0.0086832268538168,-0.0086832268538168,0.0086832268538168,0.0086832268538168,-0.0086832268538168,,,,,,,,,,,
199,27/05/2022 07:55:28,28908.66,0.037308631790875194,-0.024977372975885828,0.023952172937916027,0.02917114805951284,0.02394725447769118,0.008639661159401056,-0.008639661159401056,0.008639661159401056,0.008639661159401056,0.008639661159401056,,,,,,,,,,,
